file_name,vocab,speaker
yes/b83c1acf_nohash_4.wav,yes,b83c1acf
yes/b83c1acf_nohash_2.wav,yes,b83c1acf
yes/b83c1acf_nohash_3.wav,yes,b83c1acf
yes/b83c1acf_nohash_0.wav,yes,b83c1acf
yes/b83c1acf_nohash_1.wav,yes,b83c1acf
yes/92a9c5e6_nohash_0.wav,yes,92a9c5e6
yes/92a9c5e6_nohash_4.wav,yes,92a9c5e6
yes/92a9c5e6_nohash_3.wav,yes,92a9c5e6
yes/92a9c5e6_nohash_2.wav,yes,92a9c5e6
yes/92a9c5e6_nohash_1.wav,yes,92a9c5e6
yes/c1e0e8e3_nohash_1.wav,yes,c1e0e8e3
yes/c1e0e8e3_nohash_4.wav,yes,c1e0e8e3
yes/c1e0e8e3_nohash_2.wav,yes,c1e0e8e3
yes/c1e0e8e3_nohash_0.wav,yes,c1e0e8e3
yes/c1e0e8e3_nohash_3.wav,yes,c1e0e8e3
yes/d197e3ae_nohash_3.wav,yes,d197e3ae
yes/d197e3ae_nohash_1.wav,yes,d197e3ae
yes/d197e3ae_nohash_4.wav,yes,d197e3ae
yes/d197e3ae_nohash_2.wav,yes,d197e3ae
yes/d197e3ae_nohash_0.wav,yes,d197e3ae
yes/ec201020_nohash_4.wav,yes,ec201020
yes/ec201020_nohash_2.wav,yes,ec201020
yes/ec201020_nohash_3.wav,yes,ec201020
yes/ec201020_nohash_0.wav,yes,ec201020
yes/ec201020_nohash_1.wav,yes,ec201020
yes/9a69672b_nohash_4.wav,yes,9a69672b
yes/9a69672b_nohash_2.wav,yes,9a69672b
yes/9a69672b_nohash_0.wav,yes,9a69672b
yes/9a69672b_nohash_3.wav,yes,9a69672b
yes/9a69672b_nohash_1.wav,yes,9a69672b
yes/763188c4_nohash_4.wav,yes,763188c4
yes/763188c4_nohash_3.wav,yes,763188c4
yes/763188c4_nohash_1.wav,yes,763188c4
yes/763188c4_nohash_2.wav,yes,763188c4
yes/763188c4_nohash_0.wav,yes,763188c4
yes/ad63d93c_nohash_2.wav,yes,ad63d93c
yes/ad63d93c_nohash_3.wav,yes,ad63d93c
yes/ad63d93c_nohash_1.wav,yes,ad63d93c
yes/ad63d93c_nohash_4.wav,yes,ad63d93c
yes/ad63d93c_nohash_0.wav,yes,ad63d93c
yes/5e3dde6b_nohash_2.wav,yes,5e3dde6b
yes/5e3dde6b_nohash_1.wav,yes,5e3dde6b
yes/5e3dde6b_nohash_4.wav,yes,5e3dde6b
yes/5e3dde6b_nohash_3.wav,yes,5e3dde6b
yes/5e3dde6b_nohash_0.wav,yes,5e3dde6b
yes/7ea032f3_nohash_1.wav,yes,7ea032f3
yes/7ea032f3_nohash_4.wav,yes,7ea032f3
yes/7ea032f3_nohash_2.wav,yes,7ea032f3
yes/7ea032f3_nohash_3.wav,yes,7ea032f3
yes/7ea032f3_nohash_0.wav,yes,7ea032f3
yes/9886d8bf_nohash_0.wav,yes,9886d8bf
yes/9886d8bf_nohash_2.wav,yes,9886d8bf
yes/9886d8bf_nohash_4.wav,yes,9886d8bf
yes/9886d8bf_nohash_3.wav,yes,9886d8bf
yes/9886d8bf_nohash_1.wav,yes,9886d8bf
yes/6c968bd9_nohash_2.wav,yes,6c968bd9
yes/6c968bd9_nohash_3.wav,yes,6c968bd9
yes/6c968bd9_nohash_0.wav,yes,6c968bd9
yes/6c968bd9_nohash_4.wav,yes,6c968bd9
yes/6c968bd9_nohash_1.wav,yes,6c968bd9
yes/f953e1af_nohash_1.wav,yes,f953e1af
yes/f953e1af_nohash_0.wav,yes,f953e1af
yes/f953e1af_nohash_3.wav,yes,f953e1af
yes/f953e1af_nohash_4.wav,yes,f953e1af
yes/f953e1af_nohash_2.wav,yes,f953e1af
yes/e41a903b_nohash_4.wav,yes,e41a903b
yes/e41a903b_nohash_0.wav,yes,e41a903b
yes/e41a903b_nohash_2.wav,yes,e41a903b
yes/e41a903b_nohash_3.wav,yes,e41a903b
