file,word,speaker
yes/9a69672b_nohash_2.wav,yes,9a69672b
yes/9a69672b_nohash_3.wav,yes,9a69672b
yes/9a69672b_nohash_1.wav,yes,9a69672b
yes/9a69672b_nohash_0.wav,yes,9a69672b
yes/9a69672b_nohash_4.wav,yes,9a69672b
yes/96a48d28_nohash_0.wav,yes,96a48d28
yes/96a48d28_nohash_3.wav,yes,96a48d28
yes/96a48d28_nohash_4.wav,yes,96a48d28
yes/96a48d28_nohash_2.wav,yes,96a48d28
yes/96a48d28_nohash_1.wav,yes,96a48d28
yes/b5552931_nohash_3.wav,yes,b5552931
yes/b5552931_nohash_1.wav,yes,b5552931
yes/b5552931_nohash_2.wav,yes,b5552931
yes/b5552931_nohash_0.wav,yes,b5552931
yes/b5552931_nohash_4.wav,yes,b5552931
yes/9aa21fa9_nohash_0.wav,yes,9aa21fa9
yes/9aa21fa9_nohash_1.wav,yes,9aa21fa9
yes/9aa21fa9_nohash_4.wav,yes,9aa21fa9
yes/9aa21fa9_nohash_3.wav,yes,9aa21fa9
yes/9aa21fa9_nohash_2.wav,yes,9aa21fa9
yes/aff582a1_nohash_0.wav,yes,aff582a1
yes/aff582a1_nohash_4.wav,yes,aff582a1
yes/aff582a1_nohash_2.wav,yes,aff582a1
yes/aff582a1_nohash_3.wav,yes,aff582a1
yes/aff582a1_nohash_1.wav,yes,aff582a1
yes/cd7f8c1b_nohash_1.wav,yes,cd7f8c1b
yes/cd7f8c1b_nohash_4.wav,yes,cd7f8c1b
yes/cd7f8c1b_nohash_3.wav,yes,cd7f8c1b
yes/cd7f8c1b_nohash_2.wav,yes,cd7f8c1b
yes/cd7f8c1b_nohash_0.wav,yes,cd7f8c1b
yes/964e8cfd_nohash_0.wav,yes,964e8cfd
yes/964e8cfd_nohash_4.wav,yes,964e8cfd
yes/964e8cfd_nohash_3.wav,yes,964e8cfd
yes/964e8cfd_nohash_1.wav,yes,964e8cfd
yes/964e8cfd_nohash_2.wav,yes,964e8cfd
yes/c634a189_nohash_3.wav,yes,c634a189
yes/c634a189_nohash_4.wav,yes,c634a189
yes/c634a189_nohash_2.wav,yes,c634a189
yes/c634a189_nohash_1.wav,yes,c634a189
yes/c634a189_nohash_0.wav,yes,c634a189
yes/d0faf7e4_nohash_3.wav,yes,d0faf7e4
yes/d0faf7e4_nohash_2.wav,yes,d0faf7e4
yes/d0faf7e4_nohash_1.wav,yes,d0faf7e4
yes/d0faf7e4_nohash_7.wav,yes,d0faf7e4
yes/d0faf7e4_nohash_5.wav,yes,d0faf7e4
yes/0132a06d_nohash_4.wav,yes,0132a06d
yes/0132a06d_nohash_3.wav,yes,0132a06d
yes/0132a06d_nohash_1.wav,yes,0132a06d
yes/0132a06d_nohash_0.wav,yes,0132a06d
yes/0132a06d_nohash_2.wav,yes,0132a06d
yes/8830e17f_nohash_2.wav,yes,8830e17f
yes/8830e17f_nohash_4.wav,yes,8830e17f
yes/8830e17f_nohash_3.wav,yes,8830e17f
yes/8830e17f_nohash_0.wav,yes,8830e17f
yes/8830e17f_nohash_1.wav,yes,8830e17f
yes/b9f46737_nohash_4.wav,yes,b9f46737
yes/b9f46737_nohash_3.wav,yes,b9f46737
yes/b9f46737_nohash_0.wav,yes,b9f46737
yes/b9f46737_nohash_1.wav,yes,b9f46737
yes/b9f46737_nohash_2.wav,yes,b9f46737
yes/28ed6bc9_nohash_3.wav,yes,28ed6bc9
yes/28ed6bc9_nohash_2.wav,yes,28ed6bc9
yes/28ed6bc9_nohash_0.wav,yes,28ed6bc9
yes/28ed6bc9_nohash_4.wav,yes,28ed6bc9
yes/28ed6bc9_nohash_1.wav,yes,28ed6bc9
yes/e7ea8b76_nohash_0.wav,yes,e7ea8b76
yes/e7ea8b76_nohash_4.wav,yes,e7ea8b76
yes/e7ea8b76_nohash_1.wav,yes,e7ea8b76
yes/e7ea8b76_nohash_3.wav,yes,e7ea8b76
yes/e7ea8b76_nohash_2.wav,yes,e7ea8b76
yes/b87bdb22_nohash_1.wav,yes,b87bdb22
yes/b87bdb22_nohash_3.wav,yes,b87bdb22
yes/b87bdb22_nohash_0.wav,yes,b87bdb22
yes/b87bdb22_nohash_2.wav,yes,b87bdb22
yes/b87bdb22_nohash_4.wav,yes,b87bdb22
yes/f5733968_nohash_0.wav,yes,f5733968
yes/f5733968_nohash_2.wav,yes,f5733968
yes/f5733968_nohash_4.wav,yes,f5733968
yes/f5733968_nohash_1.wav,yes,f5733968
yes/f5733968_nohash_3.wav,yes,f5733968
