file_name,vocab,speaker
bed/00176480_nohash_0.wav,bed,00176480
bed/004ae714_nohash_0.wav,bed,004ae714
bed/004ae714_nohash_1.wav,bed,004ae714
bed/00f0204f_nohash_0.wav,bed,00f0204f
bed/00f0204f_nohash_1.wav,bed,00f0204f
bed/012c8314_nohash_0.wav,bed,012c8314
bed/012c8314_nohash_1.wav,bed,012c8314
bed/0132a06d_nohash_0.wav,bed,0132a06d
bed/0135f3f2_nohash_0.wav,bed,0135f3f2
bed/0137b3f4_nohash_0.wav,bed,0137b3f4
bed/014f9f65_nohash_0.wav,bed,014f9f65
bed/01648c51_nohash_0.wav,bed,01648c51
bed/01648c51_nohash_1.wav,bed,01648c51
bed/016e2c6d_nohash_0.wav,bed,016e2c6d
bed/01b4757a_nohash_0.wav,bed,01b4757a
bed/01b4757a_nohash_1.wav,bed,01b4757a
bed/01bcfc0c_nohash_0.wav,bed,01bcfc0c
bed/0227998e_nohash_0.wav,bed,0227998e
bed/026290a7_nohash_0.wav,bed,026290a7
bed/02746d24_nohash_0.wav,bed,02746d24
bed/035de8fe_nohash_0.wav,bed,035de8fe
bed/0362539c_nohash_0.wav,bed,0362539c
bed/0362539c_nohash_1.wav,bed,0362539c
bed/037c445a_nohash_0.wav,bed,037c445a
bed/0397ecda_nohash_0.wav,bed,0397ecda
bed/03c96658_nohash_0.wav,bed,03c96658
bed/042186b8_nohash_0.wav,bed,042186b8
bed/042ea76c_nohash_0.wav,bed,042ea76c
bed/0447d7c1_nohash_0.wav,bed,0447d7c1
bed/0474c92a_nohash_0.wav,bed,0474c92a
bed/0474c92a_nohash_1.wav,bed,0474c92a
bed/05739450_nohash_0.wav,bed,05739450
bed/05b2db80_nohash_0.wav,bed,05b2db80
bed/05d18852_nohash_0.wav,bed,05d18852
bed/06076b6b_nohash_0.wav,bed,06076b6b
bed/060cd039_nohash_0.wav,bed,060cd039
bed/060cd039_nohash_1.wav,bed,060cd039
bed/063d48cf_nohash_0.wav,bed,063d48cf
bed/063d48cf_nohash_1.wav,bed,063d48cf
bed/0685264e_nohash_0.wav,bed,0685264e
bed/07363607_nohash_0.wav,bed,07363607
bed/079dfce3_nohash_0.wav,bed,079dfce3
bed/079dfce3_nohash_1.wav,bed,079dfce3
bed/079dfce3_nohash_2.wav,bed,079dfce3
bed/07c5129e_nohash_0.wav,bed,07c5129e
bed/099d52ad_nohash_0.wav,bed,099d52ad
bed/09bcdc9d_nohash_0.wav,bed,09bcdc9d
bed/09bcdc9d_nohash_1.wav,bed,09bcdc9d
bed/09ddc105_nohash_0.wav,bed,09ddc105
bed/09ddc105_nohash_1.wav,bed,09ddc105
bed/0a7c2a8d_nohash_0.wav,bed,0a7c2a8d
bed/0b09edd3_nohash_0.wav,bed,0b09edd3
bed/0b56bcfe_nohash_0.wav,bed,0b56bcfe
bed/0b77ee66_nohash_0.wav,bed,0b77ee66
bed/0b77ee66_nohash_1.wav,bed,0b77ee66
