file_name,vocab,speaker
five/cce7416f_nohash_4.wav,five,cce7416f
five/cce7416f_nohash_5.wav,five,cce7416f
five/cce7416f_nohash_1.wav,five,cce7416f
five/cce7416f_nohash_2.wav,five,cce7416f
five/cce7416f_nohash_3.wav,five,cce7416f
five/25e95412_nohash_5.wav,five,25e95412
five/25e95412_nohash_1.wav,five,25e95412
five/25e95412_nohash_3.wav,five,25e95412
five/25e95412_nohash_4.wav,five,25e95412
five/25e95412_nohash_0.wav,five,25e95412
five/c1e0e8e3_nohash_1.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_3.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_4.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_2.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_0.wav,five,c1e0e8e3
five/2aca1e72_nohash_7.wav,five,2aca1e72
five/2aca1e72_nohash_5.wav,five,2aca1e72
five/2aca1e72_nohash_6.wav,five,2aca1e72
five/2aca1e72_nohash_3.wav,five,2aca1e72
five/2aca1e72_nohash_4.wav,five,2aca1e72
five/617de221_nohash_0.wav,five,617de221
five/617de221_nohash_3.wav,five,617de221
five/617de221_nohash_4.wav,five,617de221
five/617de221_nohash_1.wav,five,617de221
five/617de221_nohash_2.wav,five,617de221
five/964e8cfd_nohash_2.wav,five,964e8cfd
five/964e8cfd_nohash_3.wav,five,964e8cfd
five/964e8cfd_nohash_4.wav,five,964e8cfd
five/964e8cfd_nohash_0.wav,five,964e8cfd
five/964e8cfd_nohash_1.wav,five,964e8cfd
five/8134f43f_nohash_0.wav,five,8134f43f
five/8134f43f_nohash_4.wav,five,8134f43f
five/8134f43f_nohash_1.wav,five,8134f43f
five/8134f43f_nohash_3.wav,five,8134f43f
five/8134f43f_nohash_2.wav,five,8134f43f
five/1b4c9b89_nohash_3.wav,five,1b4c9b89
five/1b4c9b89_nohash_4.wav,five,1b4c9b89
five/1b4c9b89_nohash_1.wav,five,1b4c9b89
five/1b4c9b89_nohash_2.wav,five,1b4c9b89
five/1b4c9b89_nohash_0.wav,five,1b4c9b89
five/57152045_nohash_3.wav,five,57152045
five/57152045_nohash_1.wav,five,57152045
five/57152045_nohash_4.wav,five,57152045
five/57152045_nohash_2.wav,five,57152045
five/57152045_nohash_0.wav,five,57152045
five/b69002d4_nohash_0.wav,five,b69002d4
five/b69002d4_nohash_1.wav,five,b69002d4
five/b69002d4_nohash_2.wav,five,b69002d4
five/b69002d4_nohash_3.wav,five,b69002d4
five/b69002d4_nohash_4.wav,five,b69002d4
five/5ebc1cda_nohash_4.wav,five,5ebc1cda
five/5ebc1cda_nohash_0.wav,five,5ebc1cda
five/5ebc1cda_nohash_1.wav,five,5ebc1cda
five/5ebc1cda_nohash_3.wav,five,5ebc1cda
five/5ebc1cda_nohash_6.wav,five,5ebc1cda
five/de3fe344_nohash_4.wav,five,de3fe344
five/de3fe344_nohash_1.wav,five,de3fe344
five/de3fe344_nohash_2.wav,five,de3fe344
five/de3fe344_nohash_0.wav,five,de3fe344
