file_name,vocab,speaker
five/b83c1acf_nohash_4.wav,five,b83c1acf
five/b83c1acf_nohash_2.wav,five,b83c1acf
five/b83c1acf_nohash_0.wav,five,b83c1acf
five/b83c1acf_nohash_1.wav,five,b83c1acf
five/b83c1acf_nohash_3.wav,five,b83c1acf
five/92a9c5e6_nohash_2.wav,five,92a9c5e6
five/92a9c5e6_nohash_0.wav,five,92a9c5e6
five/92a9c5e6_nohash_3.wav,five,92a9c5e6
five/92a9c5e6_nohash_4.wav,five,92a9c5e6
five/92a9c5e6_nohash_1.wav,five,92a9c5e6
five/c1e0e8e3_nohash_4.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_2.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_1.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_3.wav,five,c1e0e8e3
five/c1e0e8e3_nohash_0.wav,five,c1e0e8e3
five/d197e3ae_nohash_3.wav,five,d197e3ae
five/d197e3ae_nohash_4.wav,five,d197e3ae
five/d197e3ae_nohash_0.wav,five,d197e3ae
five/d197e3ae_nohash_2.wav,five,d197e3ae
five/d197e3ae_nohash_1.wav,five,d197e3ae
five/ec201020_nohash_3.wav,five,ec201020
five/ec201020_nohash_2.wav,five,ec201020
five/ec201020_nohash_1.wav,five,ec201020
five/ec201020_nohash_4.wav,five,ec201020
five/ec201020_nohash_0.wav,five,ec201020
five/9a69672b_nohash_0.wav,five,9a69672b
five/9a69672b_nohash_1.wav,five,9a69672b
five/9a69672b_nohash_3.wav,five,9a69672b
five/9a69672b_nohash_2.wav,five,9a69672b
five/9a69672b_nohash_4.wav,five,9a69672b
five/763188c4_nohash_4.wav,five,763188c4
five/763188c4_nohash_1.wav,five,763188c4
five/763188c4_nohash_3.wav,five,763188c4
five/763188c4_nohash_0.wav,five,763188c4
five/763188c4_nohash_2.wav,five,763188c4
five/712e4d58_nohash_2.wav,five,712e4d58
five/712e4d58_nohash_1.wav,five,712e4d58
five/712e4d58_nohash_3.wav,five,712e4d58
five/712e4d58_nohash_4.wav,five,712e4d58
five/712e4d58_nohash_0.wav,five,712e4d58
five/ad63d93c_nohash_4.wav,five,ad63d93c
five/ad63d93c_nohash_1.wav,five,ad63d93c
five/ad63d93c_nohash_0.wav,five,ad63d93c
five/ad63d93c_nohash_3.wav,five,ad63d93c
five/ad63d93c_nohash_2.wav,five,ad63d93c
five/5e3dde6b_nohash_0.wav,five,5e3dde6b
five/5e3dde6b_nohash_2.wav,five,5e3dde6b
five/5e3dde6b_nohash_4.wav,five,5e3dde6b
five/5e3dde6b_nohash_3.wav,five,5e3dde6b
five/5e3dde6b_nohash_1.wav,five,5e3dde6b
five/7ea032f3_nohash_0.wav,five,7ea032f3
five/7ea032f3_nohash_4.wav,five,7ea032f3
five/7ea032f3_nohash_2.wav,five,7ea032f3
five/7ea032f3_nohash_1.wav,five,7ea032f3
five/7ea032f3_nohash_3.wav,five,7ea032f3
five/f953e1af_nohash_1.wav,five,f953e1af
five/f953e1af_nohash_3.wav,five,f953e1af
five/f953e1af_nohash_0.wav,five,f953e1af
